trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
101,False,"{'a': 0.5, 'e': 0.9949038343759766}",20,0,-131.86181716807184,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.994802508570176}",30,0,-50.23574538022477,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.9947001879619498}",20,0,-91.78152412208306,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.9945968726536185}",30,0,-103.50328349980497,"{0: 20, 1: 0, 2: 8, 3: 2, 4: 0}",0
105,False,"{'a': 0.5, 'e': 0.9944925627484974}",25,0,-171.55897262933,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
106,False,"{'a': 0.5, 'e': 0.9943872583508965}",30,0,-123.03234014711288,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.9942809595661201}",20,0,-19.242658319292463,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.9941736665004669}",25,0,-166.1135582183591,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.9940653792612301}",20,16,7.24481768922489,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.9939560979566968}",20,1,-93.79317564380452,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 1}",1
111,False,"{'a': 0.5, 'e': 0.9938458226961485}",25,0,-91.467827718832,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.9937345535898603}",25,0,-159.96733810240627,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
113,False,"{'a': 0.5, 'e': 0.9936222907491012}",20,0,-61.221488060690305,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.9935090342861342}",20,0,-164.91675054671424,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 3}",0
115,False,"{'a': 0.5, 'e': 0.9933947843142158}",30,0,-122.28496162842171,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.9932795409475959}",25,0,-241.10281568900382,"{0: 10, 1: 1, 2: 9, 3: 2, 4: 3}",0
117,False,"{'a': 0.5, 'e': 0.9931633043015177}",20,0,-121.18797004819884,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
118,False,"{'a': 0.5, 'e': 0.993046074492218}",35,0,-244.9537193997726,"{0: 20, 1: 2, 2: 8, 3: 1, 4: 4}",0
119,False,"{'a': 0.5, 'e': 0.9929278516369265}",25,0,-91.10932746412122,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.9928086358538663}",20,0,-69.56381484574884,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.9926884272622528}",20,0,-188.23114140159834,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
122,False,"{'a': 0.5, 'e': 0.9925672259822949}",30,0,-155.66521061425382,"{0: 14, 1: 3, 2: 10, 3: 3, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.9924450321351935}",20,2,-66.34742945448002,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.9923218458431429}",20,0,-107.41611587962225,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.992197667229329}",25,0,-86.4551298452031,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.9920724964179307}",25,0,-131.09957327397902,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.9919463335341185}",20,0,-191.7142726047195,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
128,False,"{'a': 0.5, 'e': 0.9918191787040556}",25,0,-121.55596432674332,"{0: 13, 1: 2, 2: 7, 3: 3, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.9916910320548965}",25,0,-149.69276865199524,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.9915618937147881}",20,0,-109.4255867738034,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
131,False,"{'a': 0.5, 'e': 0.9914317638128685}",20,0,-77.93010706118575,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.9913006424792677}",25,0,-130.12483215901494,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
133,False,"{'a': 0.5, 'e': 0.9911685298451072}",20,0,-83.49715954324725,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
134,False,"{'a': 0.5, 'e': 0.9910354260424993}",25,0,-116.88795940543096,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
135,False,"{'a': 0.5, 'e': 0.9909013312045479}",20,7,-65.51295691583555,"{0: 7, 1: 1, 2: 3, 3: 2, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.990766245465348}",20,0,-56.87683496418126,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
137,False,"{'a': 0.5, 'e': 0.9906301689599851}",25,0,-89.53645611961225,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.9904931018245359}",25,0,-75.0595991822972,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.9903550441960673}",25,0,-117.36749329785401,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
140,False,"{'a': 0.5, 'e': 0.9902159962126371}",20,0,-153.26177169393435,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
141,False,"{'a': 0.5, 'e': 0.9900759580132933}",30,0,-128.4921349516331,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.9899349297380738}",20,0,-41.18766070741387,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
143,False,"{'a': 0.5, 'e': 0.9897929115280072}",20,0,-128.5537732361771,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
144,False,"{'a': 0.5, 'e': 0.9896499035251115}",25,0,-92.05844339308268,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.9895059058723947}",25,0,-146.36374220504723,"{0: 12, 1: 3, 2: 8, 3: 1, 4: 1}",0
146,False,"{'a': 0.5, 'e': 0.9893609187138546}",20,0,-19.496953264383887,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.9892149421944781}",20,0,-96.83687974008626,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.989067976460242}",20,0,-100.4106858682925,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.9889200216581118}",20,0,-47.96818600852216,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.9887710779360422}",25,0,-220.85375948676176,"{0: 11, 1: 3, 2: 6, 3: 2, 4: 3}",0
151,False,"{'a': 0.5, 'e': 0.9886211454429773}",20,0,-152.55521952263362,"{0: 8, 1: 1, 2: 8, 3: 2, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.9884702243288492}",20,0,-193.00401770465072,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
153,False,"{'a': 0.5, 'e': 0.9883183147445792}",20,0,-19.911287172006773,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.9881654168420767}",20,0,-157.1032860666297,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
155,False,"{'a': 0.5, 'e': 0.9880115307742399}",20,0,-94.65832587607548,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.9878566566949545}",20,0,-170.90711296757596,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",1
157,False,"{'a': 0.5, 'e': 0.9877007947590948}",35,0,-140.39146642764453,"{0: 22, 1: 3, 2: 7, 3: 2, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.9875439451225226}",25,0,-232.66410566952325,"{0: 11, 1: 3, 2: 7, 3: 0, 4: 4}",0
159,False,"{'a': 0.5, 'e': 0.9873861079420876}",20,0,-135.83585931473993,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
160,False,"{'a': 0.5, 'e': 0.9872272833756269}",25,0,-115.16049526842754,"{0: 13, 1: 4, 2: 5, 3: 3, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.9870674715819652}",20,0,-115.93516028116181,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.986906672720914}",25,0,-97.7661588750955,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
163,False,"{'a': 0.5, 'e': 0.9867448869532726}",20,7,-78.3352254617273,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
164,False,"{'a': 0.5, 'e': 0.9865821144408262}",25,0,-103.49024223126494,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
165,False,"{'a': 0.5, 'e': 0.9864183553463477}",20,0,-123.19103203085888,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
166,False,"{'a': 0.5, 'e': 0.986253609833596}",20,0,-129.5463665980827,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.9860878780673167}",25,0,-235.28598864776743,"{0: 14, 1: 0, 2: 5, 3: 2, 4: 4}",0
168,False,"{'a': 0.5, 'e': 0.9859211602132415}",25,0,-128.0469509608625,"{0: 14, 1: 1, 2: 7, 3: 3, 4: 0}",0
169,False,"{'a': 0.5, 'e': 0.9857534564380882}",30,0,-179.16201565976496,"{0: 14, 1: 3, 2: 10, 3: 2, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.9855847669095608}",20,0,-124.5604814332501,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.9854150917963483}",20,0,-56.521267541263434,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
172,False,"{'a': 0.5, 'e': 0.9852444312681263}",20,0,-62.136810761426325,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.9850727854955552}",25,0,-95.45721827257356,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.9849001546502806}",25,0,-158.02528229584556,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
175,False,"{'a': 0.5, 'e': 0.9847265389049334}",20,0,-121.28097987080488,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
176,False,"{'a': 0.5, 'e': 0.9845519384331295}",30,0,-76.47270672057016,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.984376353409469}",25,0,-205.5003988124696,"{0: 14, 1: 2, 2: 3, 3: 3, 4: 3}",0
178,False,"{'a': 0.5, 'e': 0.9841997840095373}",20,14,-10.194063406915234,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.9840222304099036}",25,5,-74.35158446354126,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.9838436927881214}",25,0,-104.87697828547422,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.9836641713227284}",20,0,-115.18611216320231,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.9834836661932461}",30,0,-155.32311565335465,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
183,False,"{'a': 0.5, 'e': 0.9833021775801796}",20,0,-48.75440654377913,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
